source_file,json_file,line_id,line_type,x1,y1,x2,y2,length,angle_deg,distance_to_vertical_deg,distance_to_horizontal_deg
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00111,other,1353,775,1389,877,108.1665,70.56,19.44,70.56
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00112,vertical,1231,1835,1233,1738,97.0206,-88.8188,1.1812,88.8188
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00113,vertical,1215,1164,1221,1244,80.2247,85.7108,4.2892,85.7108
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00114,vertical,1689,1367,1695,1550,183.0983,88.1221,1.8779,88.1221
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00115,other,1800,2073,1834,2186,118.0042,73.2542,16.7458,73.2542
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00116,vertical,1307,906,1307,794,112.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00117,other,1353,763,1390,877,119.8541,72.0186,17.9814,72.0186
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00118,other,1558,1429,1588,1516,92.0272,70.9744,19.0256,70.9744
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00119,vertical,1193,339,1193,162,177.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00120,horizontal,222,2737,380,2735,158.0127,-0.7252,89.2748,0.7252
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00121,vertical,1800,2135,1800,2034,101.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00122,vertical,1452,1952,1471,1844,109.6586,-80.0223,9.9777,80.0223
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00123,vertical,2033,2109,2036,1963,146.0308,-88.8229,1.1771,88.8229
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00124,vertical,1250,1367,1261,1466,99.6092,83.6598,6.3402,83.6598
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00125,other,1768,1936,1828,2103,177.4514,70.2376,19.7624,70.2376
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00126,vertical,1613,1462,1615,1554,92.0217,88.7546,1.2454,88.7546
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00127,horizontal,15,2580,191,2583,176.0256,0.9765,89.0235,0.9765
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00128,horizontal,2781,2289,2893,2289,112.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00129,vertical,1844,861,1846,745,116.0172,-89.0122,0.9878,89.0122
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00130,horizontal,924,2726,1031,2726,107.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00131,horizontal,2568,2560,2654,2560,86.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00132,vertical,1272,1061,1273,1158,97.0052,89.4093,0.5907,89.4093
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00133,other,1379,763,1416,870,113.2166,70.9249,19.0751,70.9249
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00134,horizontal,2684,2679,2773,2678,89.0056,-0.6437,89.3563,0.6437
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00135,vertical,1240,809,1245,917,108.1157,87.3493,2.6507,87.3493
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00136,horizontal,2738,2662,2849,2658,111.072,-2.0638,87.9362,2.0638
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00137,other,1602,2261,1689,2317,103.465,32.7685,57.2315,32.7685
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00138,vertical,1195,547,1195,463,84.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00139,other,1312,803,1421,824,111.0045,10.905,79.095,10.905
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00140,horizontal,2198,2815,2319,2815,121.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00141,vertical,1570,1435,1572,1549,114.0175,88.9949,1.0051,88.9949
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00142,vertical,1402,842,1416,758,85.1587,-80.5377,9.4623,80.5377
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00143,horizontal,382,2782,488,2782,106.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00144,other,1804,2116,1830,2199,86.977,72.6067,17.3933,72.6067
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00145,other,2130,2288,2329,2412,234.4717,31.9277,58.0723,31.9277
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00146,horizontal,1388,2432,1525,2448,137.9311,6.6613,83.3387,6.6613
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00147,vertical,1616,1897,1620,1772,125.064,-88.1672,1.8328,88.1672
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00148,vertical,1808,2499,1817,2419,80.5047,-83.5812,6.4188,83.5812
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00149,vertical,2032,1543,2041,1272,271.1494,-88.0979,1.9021,88.0979
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00150,vertical,1195,1160,1208,1244,85.0,81.2026,8.7974,81.2026
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00151,other,1787,2076,1834,2221,152.427,72.0405,17.9595,72.0405
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00152,vertical,1266,1038,1270,1162,124.0645,88.1524,1.8476,88.1524
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00153,other,1780,2009,1835,2201,199.7223,74.0152,15.9848,74.0152
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00154,other,1481,2312,1559,2165,166.4121,-62.049,27.951,62.049
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00155,other,1422,2020,1447,1914,108.9082,-76.7294,13.2706,76.7294
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00156,vertical,1710,1864,1725,1951,88.2836,80.2176,9.7824,80.2176
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00157,vertical,1700,1804,1714,1906,102.9563,82.1847,7.8153,82.1847
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00158,horizontal,2678,2661,2791,2658,113.0398,-1.5208,88.4792,1.5208
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00159,horizontal,1643,2702,1785,2700,142.0141,-0.8069,89.1931,0.8069
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00160,horizontal,1961,2746,2052,2748,91.022,1.259,88.741,1.259
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00161,horizontal,549,2689,645,2689,96.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00162,vertical,1667,1447,1673,1632,185.0973,88.1424,1.8576,88.1424
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00163,horizontal,135,2721,233,2721,98.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00164,horizontal,2677,2816,2808,2816,131.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00165,vertical,1194,387,1194,298,89.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00166,vertical,251,2279,256,2184,95.1315,-86.9872,3.0128,86.9872
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00167,other,1405,2076,1440,1992,91.0,-67.3801,22.6199,67.3801
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00168,vertical,2054,1217,2058,1085,132.0606,-88.2643,1.7357,88.2643
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00169,other,1591,1438,1615,1524,89.2861,74.4072,15.5928,74.4072
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00170,vertical,1232,1224,1241,1134,90.4489,-84.2894,5.7106,84.2894
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00171,other,1605,1330,1630,1441,113.7805,77.3073,12.6927,77.3073
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00172,vertical,1586,1405,1588,1317,88.0227,-88.698,1.302,88.698
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00173,horizontal,789,2801,920,2803,131.0153,0.8747,89.1253,0.8747
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00174,vertical,1250,1754,1263,1845,91.9239,81.8699,8.1301,81.8699
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00175,horizontal,2476,2677,2559,2677,83.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00176,other,1792,870,1877,885,86.3134,10.008,79.992,10.008
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00177,other,1256,1711,1280,1832,123.3572,78.7812,11.2188,78.7812
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00178,vertical,1205,1195,1218,1289,94.8947,82.1261,7.8739,82.1261
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00179,vertical,1815,2205,1828,2052,153.5513,-85.1434,4.8566,85.1434
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00180,vertical,1651,1757,1659,1910,153.209,87.0069,2.9931,87.0069
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00181,vertical,1580,1449,1583,1343,106.0424,-88.3789,1.6211,88.3789
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00182,vertical,1596,1512,1599,1431,81.0555,-87.8789,2.1211,87.8789
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00183,other,1566,1542,1597,1431,115.2476,-74.3961,15.6039,74.3961
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00184,horizontal,1585,851,1672,863,87.8237,7.8533,82.1467,7.8533
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00185,horizontal,1262,2864,1398,2864,136.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00186,horizontal,2342,2870,2498,2872,156.0128,0.7345,89.2655,0.7345
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00187,other,1177,1333,1192,1413,81.3941,79.3803,10.6197,79.3803
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00188,other,1569,1548,1615,1434,122.9309,-68.0255,21.9745,68.0255
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00189,vertical,161,574,164,709,135.0333,88.727,1.273,88.727
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00190,horizontal,255,2753,338,2750,83.0542,-2.07,87.93,2.07
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00191,vertical,1539,1483,1544,1575,92.1358,86.8892,3.1108,86.8892
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00192,horizontal,1583,2457,1664,2455,81.0247,-1.4144,88.5856,1.4144
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00193,horizontal,2816,2813,2927,2813,111.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00194,other,1764,776,1955,967,270.1148,45.0,45.0,45.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00195,other,1412,1937,1444,1826,115.5206,-73.9183,16.0817,73.9183
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00196,vertical,1590,1294,1591,1200,94.0053,-89.3905,0.6095,89.3905
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00197,horizontal,1522,2507,1646,2507,124.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00198,vertical,1341,2070,1350,2160,90.4489,84.2894,5.7106,84.2894
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00199,vertical,2060,948,2061,1029,81.0062,89.2927,0.7073,89.2927
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00200,horizontal,1977,2691,2067,2693,90.0222,1.273,88.727,1.273
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00201,vertical,1199,1304,1211,1393,89.8053,82.321,7.679,82.321
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00202,other,1590,1472,1633,1590,125.5906,69.9779,20.0221,69.9779
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00203,other,1748,1843,1797,1928,98.1122,60.0378,29.9622,60.0378
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00204,horizontal,2661,2296,2846,2299,185.0243,0.929,89.071,0.929
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00205,vertical,2041,1256,2044,1085,171.0263,-88.9949,1.0051,88.9949
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00206,other,1256,1690,1276,1802,113.7717,79.8753,10.1247,79.8753
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00207,vertical,1240,791,1247,928,137.1787,87.075,2.925,87.075
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00208,vertical,2043,1352,2044,1258,94.0053,-89.3905,0.6095,89.3905
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00209,horizontal,516,2732,598,2729,82.0549,-2.0953,87.9047,2.0953
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00210,vertical,1873,1513,1880,1601,88.278,85.452,4.548,85.452
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00211,vertical,1866,1855,1876,1772,83.6002,-83.13,6.87,83.13
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00212,other,1711,871,1821,904,114.8434,16.6992,73.3008,16.6992
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00213,horizontal,2073,2625,2153,2624,80.0062,-0.7162,89.2838,0.7162
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00214,other,1273,1667,1296,1569,100.6628,-76.7921,13.2079,76.7921
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00215,other,1723,2455,1813,2440,91.2414,-9.4623,80.5377,9.4623
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00216,other,1727,1818,1784,1899,99.0454,54.8658,35.1342,54.8658
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00217,vertical,1808,2520,1817,2429,91.444,-84.3518,5.6482,84.3518
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00218,other,1362,853,1387,758,98.2344,-75.2564,14.7436,75.2564
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00219,other,1531,1558,1557,1471,90.802,-73.3612,16.6388,73.3612
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00220,other,1180,1291,1230,1117,181.0414,-73.9677,16.0323,73.9677
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00221,other,1538,1426,1594,1553,138.7984,66.2052,23.7948,66.2052
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00222,vertical,1797,2230,1802,2322,92.1358,86.8892,3.1108,86.8892
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00223,horizontal,62,2786,146,2786,84.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00224,other,1562,1505,1641,1357,167.7647,-61.9074,28.0926,61.9074
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00225,other,1279,1655,1302,1562,95.8019,-76.1088,13.8912,76.1088
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00226,horizontal,538,2777,702,2775,164.0122,-0.6987,89.3013,0.6987
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00227,vertical,1573,1352,1585,1449,97.7394,82.9477,7.0523,82.9477
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00228,vertical,1479,1682,1484,1590,92.1358,-86.8892,3.1108,86.8892
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00229,horizontal,1070,2806,1154,2806,84.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00230,other,1780,1990,1811,2094,108.5219,73.4019,16.5981,73.4019
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00231,vertical,1806,2500,1816,2419,81.6149,-82.9621,7.0379,82.9621
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00232,other,1770,2055,1791,2135,82.7103,75.2917,14.7083,75.2917
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00233,other,1407,755,1424,836,82.7647,78.147,11.853,78.147
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00234,other,1637,830,1731,848,95.7079,10.8403,79.1597,10.8403
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00235,vertical,1176,1566,1177,1657,91.0055,89.3704,0.6296,89.3704
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00236,vertical,1783,2028,1790,2155,127.1928,86.8452,3.1548,86.8452
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00237,other,1572,1474,1640,1571,118.461,54.9684,35.0316,54.9684
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00238,vertical,1198,1304,1209,1394,90.6697,83.0317,6.9683,83.0317
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00239,vertical,1249,1694,1263,1780,87.1321,80.7539,9.2461,80.7539
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00240,vertical,2047,585,2049,467,118.0169,-89.029,0.971,89.029
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00241,vertical,2029,2034,2031,1912,122.0164,-89.0608,0.9392,89.0608
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00242,vertical,151,340,152,440,100.005,89.4271,0.5729,89.4271
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00243,vertical,1588,1406,1595,1326,80.3057,-84.9994,5.0006,84.9994
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00244,vertical,254,2233,262,2072,161.1986,-87.1553,2.8447,87.1553
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00245,other,1765,1977,1828,2135,170.097,68.2611,21.7389,68.2611
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00246,other,1237,918,1325,701,234.1645,-67.926,22.074,67.926
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00247,other,1699,1783,1717,1884,102.5914,79.895,10.105,79.895
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00248,horizontal,585,2780,696,2780,111.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00249,other,1556,831,1676,848,121.1982,8.0632,81.9368,8.0632
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00250,other,1200,1164,1233,1078,92.1141,-69.0071,20.9929,69.0071
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00251,other,1740,893,1861,763,177.5979,-47.0536,42.9464,47.0536
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00252,other,1598,1484,1635,1582,104.7521,69.3159,20.6841,69.3159
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00253,other,1715,1910,1757,2016,114.0175,68.3852,21.6148,68.3852
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00254,horizontal,2612,2297,2693,2298,81.0062,0.7073,89.2927,0.7073
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00255,vertical,1606,1513,1614,1355,158.2024,-87.1014,2.8986,87.1014
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00256,vertical,1336,2139,1349,2226,87.9659,81.5014,8.4986,81.5014
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00257,vertical,1606,1494,1616,1591,97.5141,84.114,5.886,84.114
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00258,horizontal,73,2738,185,2738,112.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00259,other,1826,2104,1845,2005,100.8067,-79.1359,10.8641,79.1359
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00260,other,1773,1760,1826,1848,102.7278,58.9406,31.0594,58.9406
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00261,other,1606,1565,1644,1660,102.3181,68.1986,21.8014,68.1986
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00262,other,1177,1140,1223,1033,116.4689,-66.7368,23.2632,66.7368
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00263,other,1294,903,1444,863,155.2417,-14.9314,75.0686,14.9314
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00264,vertical,1216,914,1222,817,97.1854,-86.4604,3.5396,86.4604
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00265,other,1374,766,1406,858,97.4064,70.821,19.179,70.821
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00266,vertical,152,332,153,436,104.0048,89.4491,0.5509,89.4491
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00267,vertical,1584,2659,1584,2568,91.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00268,vertical,2027,2225,2027,2129,96.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00269,horizontal,2818,2687,2993,2687,175.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00270,vertical,1821,2173,1832,2087,86.7006,-82.711,7.289,82.711
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00271,other,1867,916,1947,974,98.813,35.9421,54.0579,35.9421
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00272,vertical,767,92,767,10,82.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00273,other,1371,2425,1452,2441,82.5651,11.1738,78.8262,11.1738
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00274,vertical,1590,2596,1593,2504,92.0489,-88.1323,1.8677,88.1323
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00275,other,1390,758,1415,861,105.9906,76.3571,13.6429,76.3571
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00276,other,1767,1959,1814,2059,110.4943,64.8265,25.1735,64.8265
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00277,other,1644,875,1766,894,123.4706,8.852,81.148,8.852
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00278,vertical,1601,1514,1605,1432,82.0975,-87.2073,2.7927,87.2073
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00279,vertical,1624,1585,1624,1492,93.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00280,horizontal,2891,2695,2971,2695,80.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0504.png,data\processed\04_lines_hough\json\IMG_0504.json,l00281,other,2288,2384,2489,2509,236.6981,31.8771,58.1229,31.8771
